model,feature_group,noise_intensity,metric,seed_count,clean_performance,mean_noisy_performance,std_noisy_performance,noisy_performance_ci95_lower,noisy_performance_ci95_upper,mean_performance_degradation,std_performance_degradation,degradation_ci95_lower,degradation_ci95_upper
Random Forest,returns,1.0,balanced_accuracy,30,0.6510152089895901,0.6598518923168822,0.0059182535901868795,0.6577340724685264,0.661969712165238,-0.008836683327291954,0.0059182535901868795,-0.01095450317564773,-0.006718863478936178
Random Forest,returns,1.0,precision,30,0.43448275862068964,0.44690005699568874,0.012582759545212393,0.4423973743198189,0.4514027396715586,-0.012417298374999134,0.012582759545212393,-0.016919981050868966,-0.007914615699129303
Random Forest,returns,1.0,recall,30,0.3727810650887574,0.3901380670611439,0.010980562129690521,0.3862087233670985,0.3940674107551893,-0.017357001972386578,0.01098056212969052,-0.021286345666431974,-0.013427658278341182
Random Forest,returns,1.0,f1_score,30,0.4012738853503185,0.41654965856685866,0.010883639947070152,0.41265499803043254,0.4204443191032848,-0.015275773216540334,0.010883639947070155,-0.019170433752966443,-0.011381112680114224
Random Forest,returns,1.0,roc_auc,30,0.7915362662160299,0.787012710746699,0.0068540235151816516,0.784560029931261,0.789465391562137,0.004523555469330972,0.0068540235151816516,0.002070874653892888,0.006976236284769056
Random Forest,returns,1.0,average_precision,30,0.3998756330234307,0.39891430811891565,0.008182756750523682,0.3959861462217538,0.4018424700160775,0.0009613249045150559,0.008182756750523682,-0.0019668369926467465,0.0038894868016768587
Logistic Regression,volatility,0.05,accuracy,30,0.848644578313253,0.8489708835341364,0.001974372984301416,0.8482643632354551,0.8496774038328178,-0.00032630522088353817,0.001974372984301416,-0.0010328255195649148,0.00038021507779783853
Logistic Regression,volatility,0.05,balanced_accuracy,30,0.7085862634080593,0.714248748751304,0.0031732620178207445,0.7131132115217879,0.71538428598082,-0.005662485343244709,0.003173262017820744,-0.006798022572760767,-0.004526948113728651
Logistic Regression,volatility,0.05,precision,30,0.4230769230769231,0.42556181936226556,0.005446152952396533,0.4236129385574803,0.42751070016705084,-0.002484896285342575,0.005446152952396533,-0.004433777090127856,-0.000536015480557294
Logistic Regression,volatility,0.05,recall,30,0.5207100591715976,0.5335305719921105,0.006422669903184961,0.5312322490843263,0.5358288948998947,-0.01282051282051285,0.006422669903184959,-0.015118835728297014,-0.010522189912728686
