model,feature_group,noise_intensity,metric,seed_count,clean_performance,mean_noisy_performance,std_noisy_performance,noisy_performance_ci95_lower,noisy_performance_ci95_upper,mean_performance_degradation,std_performance_degradation,degradation_ci95_lower,degradation_ci95_upper
Logistic Regression,returns,1.0,accuracy,30,0.6295180722891566,0.6278363453815261,0.0059512214598096734,0.6257067281325384,0.6299659626305139,0.0016817269076304727,0.005951221459809672,-0.00044789034135729383,0.003811344156618239
Logistic Regression,returns,1.0,balanced_accuracy,30,0.5657168650905603,0.5718778799676503,0.005500437279623507,0.5699095737658447,0.5738461861694558,-0.006161014877090035,0.005500437279623507,-0.00812932107889557,-0.0041927086752845
Logistic Regression,returns,1.0,precision,30,0.35944700460829493,0.36321624797560065,0.007181198286303416,0.3606464891719344,0.36578600677926687,-0.003769243367305623,0.007181198286303416,-0.006339002170971827,-0.0011994845636394184
Logistic Regression,returns,1.0,recall,30,0.42162162162162165,0.4454954954954955,0.007712737967848891,0.4427355276596188,0.4482554633313722,-0.02387387387387386,0.007712737967848891,-0.026633841709750555,-0.021113906037997163
Logistic Regression,returns,1.0,f1_score,30,0.3880597014925373,0.4001422921683935,0.006663440943664688,0.39775781045030034,0.4025267738864866,-0.012082590675856174,0.006663440943664688,-0.014467072393949298,-0.00969810895776305
Logistic Regression,returns,1.0,roc_auc,30,0.6075156576200418,0.6066280163253024,0.004076978509569881,0.605169088302481,0.6080869443481238,0.0008876412947394496,0.004076978509569881,-0.0005712867280819578,0.002346569317560857
Logistic Regression,returns,1.0,average_precision,30,0.4248495663195855,0.4243854267825763,0.00315379849494214,0.4232568544852726,0.42551399907987997,0.00046413953700920975,0.00315379849494214,-0.0006644327602944831,0.0015927118343129027
Random Forest,returns,1.0,accuracy,30,0.6935240963855421,0.6993724899598395,0.005052067974729024,0.6975646306531912,0.7011803492664878,-0.005848393574297225,0.005052067974729024,-0.007656252880945462,-0.004040534267648987
Random Forest,returns,1.0,balanced_accuracy,30,0.5851972013767421,0.5823388628712219,0.005406998506010836,0.5804039933051313,0.5842737324373126,0.0028583385055201897,0.005406998506010837,0.0009234689394294628,0.004793208071610917
Random Forest,returns,1.0,precision,30,0.4359861591695502,0.44489268807265064,0.011995258874164203,0.4406002398119014,0.4491851363333999,-0.008906528903100465,0.011995258874164203,-0.01319897716384972,-0.00461408064235121
